Image,Ratings,Price,Description
images/817Y3zdhTXL._AC_SX466_.jpg,4.4,$155.00,"Equipped With The Most Powerful and Fast Intel Celeron Processor N Series, 1.1 GHz base clock, up to 2.6 GHz max boost clock, 4 MB cache, 4 Threads.
14.0-inch diagonal HD SVA anti-glare micro-edge WLED-backlit display (1366 x 768) I Intel UHD Graphics 605 Integrated
4GB RAM | 64GB eMMC Internal Storage
2 SuperSpeed USB Type-C 5Gbps signaling rate (USB Power Delivery, DisplayPort 1.2); 1 SuperSpeed USB Type-A 5Gbps signaling rate; 1 headphone/microphone combo; 1 microSD media card reader
Google Chrome OS, HP Wide Vision HD Camera with integrated dual array digital microphone, Full-size island-style keyboard, Realtek Wi-Fi 5 (2x2) and Bluetooth 5 combo MU-MIMO supported, Audio by B&O; Dual speakers :"
images/81EY2GIfktL._AC_SX466_.jpg,4.4,,"ALWAYS ON THE GO - Take this light and durable HP Chromebook with you anywhere. It travels well and has a long battery life, so you can stay connected without having to search for an outlet
MADE FOR WHAT YOU DO - Switch between gaming, connecting with friends, and getting your schoolwork done. The powerful MediaTek mobile processor, full-size keyboard, and 11.6-inch touchscreen can handle it all
THE GOOGLE EXPERIENCE - Enjoy the seamless simplicity that comes with Google Chrome and Android apps, all integrated into one laptop. It’s fast, simple, and secure
EFFICIENT OPTICS - Never sacrifice graphics for battery life again. The MediaTek Integrated Graphics card has Octa-core CPU and GPU graphics processors and a multimedia engine, so it’s built to perform without draining your battery
HIGH DEFINITION, HIGH QUALITY - With an anti-glare, high-definition, 11.6-inch touch display, you can stream movies and shows beautifully, with added control over 178 degrees of wide-viewing angles
REMOTE WORK READY – Connect with work colleagues or friends and family from home and in high quality with an HP True Vision camera, integrated dual array digital microphones, and custom-tuned dual speakers
PORTS and CONNECTIVITY - Enjoy rock-solid connections with the latest Wi-Fi 5 WLAN adapter and Bluetooth 4.2 as well as reliable external ports in the Headphone/Microphone combo and USB 2.0 Type-A and Type-C ports"
images/61QGMX0Qy6L._AC_SX679_.jpg,4.4,"$382
00","【Memory & Storage】Memory is 8GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once. Hard Drive is 256GB PCIe Solid State Drive which allows to fast bootup and data transfer
【Processor】11th Gen Intel Core i3-1115G4 Dual-Core 3.0GHz Processor (6MB Intel Smart Cache, up to 4.10GHz) Intel UHD Graphics
【Screen】15.6"" HD Touchscreen (1366 x 768) Display
【Ports】2 x USB 3.2 Gen 1 Type-A, 1 x USB 2.0 Type-A, 1 x HDMI, 1 x Combination Audio Jack, 1 x Multi-format SD Media Card Reader, Wireless-AC Wi-Fi 5 + Bluetooth Combo
【Operating System】Windows 11 Home"
images/71skYbfsuDL._AC_SX679_.jpg,4.5,"$429
99","The Lenovo IdeaPad 3i laptop is built with powerful 12th generation Intel Core i5-1235U processors, 8GB memory, and 256GB storage
The 14"" FHD display gives you wider viewing angles for a better experience across the board, providing better color accuracy and contrast, while the display's narrow bezels give you more available viewing screen
Enjoy crystal-clear collaboration – HD camera clarity gives you incredible video call, online class, and video conferencing quality, while Smart Noise Cancellation provides a more natural sound experience with less background noise
Travel light and work, create, and study anywhere with this easy-to-pack PC; it's 0.78"" slim and weighs only 3.30 lbs
Stay connected with WiFi and Bluetooth, plus one full-function USB-C port, two USB-A ports, HDMI, and an audio jack, includes Free 3-month Xbox Game Pass"
images/71Ql3bTrmyL._AC_SX466_.jpg,4,"$899
00","The Slim 7i features a first-of-its-kind processor designed for multitasking, with 12th Generation Intel Core H Series processors that distribute performance where you need it most
The pristine WQXGA IPS touchscreen display runs seamless visuals in smooth motion with a rapid 120Hz refresh rate on a 16:10 screen
Intel Arc graphics allow you to crunch through everything from 8K video processing to AI-accelerated photo editing, while enjoying higher quality and more realistic gaming
The Slim 7i lives up to its name with a thin, modern design that packs power and performance into a laptop computer that weighs less than 5lbs
Stay connected with Bluetooth 5.1 and Wi-Fi built in, plus 2 USB-A ports, HDMI, Thunderbolt 4 Type-C, SD card slot, and more"
images/710uYao5n4L._AC_SX466_.jpg,4.4,,"【Upgraded】RAM is upgraded to 16 GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; Hard Drive is upgraded to 1 TB Solid State Drive to allow faster bootup and data transfer. Original Seal is opened for upgrade ONLY. If the computer has modifications (listed above), then the manufacturer box is opened for it to be tested and inspected and to install the upgrades to achieve the specifications as advertised.
【COLLABORATION READY】Protects your data with enterprise-grade security, boosts productivity with powerful management tools, and keeps going with long battery life. Powerful Wi-Fi 5 + Bluetooth 4.2 supports Gigabit speed and smooth streaming of high-resolution videos, TrueVision HD Camera system ready for remote work, virtual meeting, and online class
【Display】15.6 inch diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 220 nits, 45 percent NTSC
【Processor】AMD Athlon Silver 3050U 2.3GHz Dual-Core Processor (5MB Cache, Up to 3.2GHz)
【Operating System】Windows 11"
images/71-k-s6r4zL._AC_SY300_SX300_.jpg,4.4,,"Up to 11 hours battery life on a single charge
Built in security Features ensure you're protected from viruses and Malware
11.6 inches HD anti reflective Display
Spill resistant keyboard protects against accidental Damage
Intel Celeron N3060 Processor with 2G Memory and 16GB storage"
images/81Ivn5DIxhL._AC_SX679_.jpg,4.4,,"Aspect Ratio:16:9.Connectivity Technology: Wi-Fi, Bluetooth
Dominate the Game: Great performance meets long battery life with the Intel Core i7-11800H Processor - up to 4.6GHz, 8 cores, 16 threads, 24MB Intel Smart Cache
RTX, It's On: The latest NVIDIA GeForce RTX 3050 Ti (4GB dedicated GDDR6 VRAM) is powered by award-winning architecture with new Ray Tracing Cores, Tensor Cores, and streaming multiprocessors support DirectX 12 Ultimate for the ultimate gaming performance
Visual Intensity: Explore game worlds in Full HD detail on the 17.3"" widescreen LED-backlit IPS display with 1920 x 1080 resolution, 144Hz refresh rate and 80% screen-to-body/16:9 aspect ratio
Internal Specifications: 16GB DDR4 3200MHz memory (2 DDR4 Slots Total, Maximum 32GB); 1TB NVMe SSD (2 x PCIe M.2 Slots/1 x 2.5"" Hard Drive Bay Available)
Prioritize Your Gameplay: Killer DoubleShot Pro with Ethernet E2600 and Wi-Fi 6 AX1650 lets you use Wi-Fi and Ethernet at the same time, and have total control over priority traffic to maximize speed, throughput, and control
Stay Cool Under Pressure: When heavy use requires an added boost, Acer CoolBoost technology increases fan speed by 10% and CPU/GPU cooling by 9% compared to auto mode, overall increasing thermal performance by 25% for better gaming comfort"
images/7141gTSWNOL._AC_SX679_.jpg,4.4,"$829
99","12th Generation Intel Core processors in the IdeaPad 3i gaming laptop give you superior gaming performance while delivering the flexibility to seamlessly multitask
NVIDIA GeForce RTX 3050 Ti graphics deliver the ultimate performance for gamers and creators; powered by Ampere - NVIDIA’s 2nd gen RTX architecture - for the most realistic ray-traced graphics and cutting-edge AI features
Enjoy 15% cooling improvements across the board on this gaming laptop; larger ventilation rates and increased fan airflow deliver really cool and quiet gaming
The signature Lenovo gaming keyboard comes with all the media control and number pad goodies, along with white backlighting; the rear I/O dashboard streamlines your cables and keeps your playing area clean
The IdeaPad 3i gaming laptop offers excellent battery life to keep you playing for hours; power up quickly with Rapid Charge and charge 40% in just 15 minutes"
images/31jNgAAIXsL._AC_.jpg,4.4,"$1,940
03","More power: The 10th Gen Intel Core i7-10750H processor provides the ultimate level of performance with up to 5.0 GHz max turbo and 6 cores.
Ray-tracing: The NVIDIA GeForce RTX 2070 with Max-Q Design is powered by the NVIDIA Turing GPU architecture and brings cinematic-quality rendering to the most visually intense games.
More frames: Incredible performance paired with the fast 144Hz 15. 6"" full HD thin bezel display helps edge out the win.
Thin and compact: The CNC aluminum unibody frame houses incredible performance in the most compact footprint possible, while remaining remarkably durable and just 0.78"" thin.
Ready to connect: Fully loaded with Wi-Fi 6, Gigabit Ethernet, Thunderbolt 3, USB type-A and type-C ports, and HDMI, for a desktop-class experience
Make it yours: Customize the backlight color of the keyboard with Razer Chroma, and expand the memory and storage, making the Razer Blade 15 uniquely yours."
images/817Z+PHWz+L._AC_SX466_.jpg,4.4,,"Laptop for work, school and play: With Office 365 and 1 TB of cloud storage, this device combines functionality, connectivity, style, and value
Essential productivity: This nimble laptop delivers the essential productivity and entertainment you want for school or home, without slowing you down
Office 365 for one year: Get full access to Microsoft Excel, Word, PowerPoint, OneNote, Access, and 1 TB of OneDrive Storage for one year
Processor: Intel(R) Celeron(R) N4000 Processor, Dual-Core, 1.1 GHz base frequency, up to 2.6 GHz burst frequency
Display: 14-inch diagonal HD SVA BrightView WLED-backlit display (1366 x 768)
Memory: 4 GB DDR4-2400 SDRAM (not upgradable)
Storage: 32 GB eMMC"
