Image,Ratings,Price,Description
images/81eKCtlOUgL._AC_UX695_.jpg,4.5,,"Rubber sole
GORE-TEX: GORE-TEX keeps your feet dry -from the outside as well as from the inside."
images/71sXzv-oSdL._AC_UX575_.jpg,4.7,,"100% Synthetic
Imported
Synthetic sole
Made in USA or Imported"
images/81XDkHAYp2L._AC_UX695_.jpg,3.9,,"Made in the USA
Rubber sole
Shaft measures approximately 6"" from arch
Boot opening measures approximately 10"" around
360º Bench Welt construction for durability and stability.
CustomCork insole naturally molds for a custom fit.
V-tread tap sole for flexibility and discreet traction."
images/81dubCHA7jL._AC_UX575_.jpg,4.4,,"Imported
Rubber sole
Tech-Focused Features: The New Balance Arishi v3 running shoe features Fresh Foam midsole technology that is precision-engineered to deliver an ultra-cushioned, lightweight ride
Impressive Fit: The modern upper on these fitness shoes is made of no-sew engineered mesh, creating a sophisticated style that also offers breathability and a comfortable fit
Durability and Comfort: Featuring a strong rubber outsole for durability and a molded footbed for underfoot comfort, these runners are sure to become your new daily kicks
Designed for All-Day Wear: This New Balance sneaker is truly a premium underfoot comfort experience, offering a great fit and feel that can take you from morning to night
New Balance Running Shoes With a Fresh, Attractive Design: Add an exclamation mark to your outfit with these fitness shoes, which prove that functional can also be fashionable"
images/717tNhasD5L._AC_UX695_.jpg,4.5,,"100% Leather
Imported
Ethylene Vinyl Acetate sole
Shaft measures approximately not_applicable from arch
GENUINE LEATHER: Leather upper is easy to clean and maintain, and looks and feels even better with time
BREATHABLE LINING: Mesh lining wicks away moisture to keep your feet cool and dry, while enhancing overall breathability
SHOCK ABSORPTION: truTECH is Rockport's lightweight comfort feature that absorbs shock and provides long-lasting cushioning in the heel"
images/51t7y33nXTL._AC_UY695_.jpg,4.3,,Rubber sole
images/81fALViEu0L._AC_UX575_.jpg,4.5,,"Imported
Rubber sole
Rubber cupsole bottom adds durability
Ortholite footbed for breathability, cushioning and durability properties
Textile lining Anatomical last for a great fit
Target gender: male"
images/719RWL4POSL._AC_UX575_.jpg,4.2,,"Imported
Rubber sole
Shaft measures approximately 8"" from arch
Boot opening measures approximately 11 around
COMPOSITE TOE: Left and right asymmetrical, non-metallic, carbon-fiber safety toes offer unobtrusive fit and are 15% lighter than steel toes, and meet or exceed ASTM F2412 and F2413 EH standards
WATERPROOF: KEEN.DRY is a waterproof, breathable membrane liner that lets vapor out without letting water in for keeping your feet dry and comfortable; this boot does have a liner that integrates with the waterproof membrane
TRACTION: Oil- and slip-resistant, non-marking, siped, rubber outsoles disperse liquid underfoot for improved traction that meet or exceed ASTM F1677-96 and F2913 SATRA standards"
images/81rpsEa0pDL._AC_UX695_.jpg,4.6,,"Rubber sole
Fully knit upper for a breathable, compression-like fit that delivers lightweight directional strength
Charged Cushioning midsole with minimal outsole rubber for the ultimate cushioned, flexible & lightweight ride
Solid rubber outsole covers high impact zones for greater durability with less weight
Reflective details for greater visibility on low-light runs"
images/7121OKgGwPL._AC_UY695_.jpg,4.5,,"Ethylene Vinyl Acetate sole
ATHLEISURE STYLE: Dearfoams Men's Bryant Sport Lounge Nylon Bootie slippers are the perfect combination of classic athleisure style in slipper form - perfect to slide on when you are looking for some extra comfort for your well-deserving feet. Inspired by do-it-all athleisure fashion, our sport lounge slippers are must for tackling busy days comfortably.
MEMORY FOAM INSOLE: Each slipper is fitted with a multi-density cushioned insole with gel-infused memory foam for a cloud-like feeling on your feet. Plus, increased heel and arch cushioning adds extra comfort for the ultimate in lounging style.
RUBBER OUTSOLE: With an indoor/outdoor outsole, the bottom of these moccasins features molded thermoplastic rubber for added durability and constant support whether you’re on the go or at home.
MACHINE WASHABLE: These cozy slippers are easy to clean so you can always have a fresh, clean pair. Gentle machine wash cold and air dry flat.
CHOOSE YOUR SIZE AND COLOR: Available in Black, Medium Grey, Loden and Peacoat, these men's slippers feature inclusive sizing from 7-14. Small fits 7-8, Medium fits 9-10, Large fits 11-12, and X-Large fits 13-14."
