Image,Ratings,Price,Description
images/81loLb-NTYL._AC_UX695_.jpg,4.4,,"Rubber sole
Premium waterproof leather with abrasion resistant toe
Moisture wicking mesh lining keeps feet cool
Removable OrthoLite cushioning footbed molds to your foot
Advanced comfort PU midsole
Dual compound rubber and PU outsole grips the ground"
images/71munDFD-9L._AC_UX695_.jpg,4.6,,"100% Leather
Imported
Rubber sole
Shaft measures approximately low-top from arch
Wintip oxford with leather uppers.
EVA midsole with rubber oustole.
Zerogrand technology for ultimate comfort.
Natural storm welt"
images/41Otl0ndaoL._AC_UY695_.jpg,4.6,,"Rubber sole
High-quality nubuck leather upper
Breathable textile lining for comfort
Removable, textile lined and foam padded footbed for cushioning and support
Lightweight EVA midsole for shock absorption and all day comfort
Durable rubber lugged sole for enhanced grip and traction"
images/81zmVeVbFvS._AC_UY695_.jpg,4.5,,"100% Polyester
Imported
Rubber sole
Shaft measures approximately not_applicable from arch
CLASSIC MEETS MODERN: Kick back and relax with Dearfoams Microsuede Clog Slippers for men. A fresh take on the classic clog, they offer comfort and style like no other.
MEMORY FOAM INSOLE: Each moccasin is fitted with a multi-density cushioned insole and topped with memory foam for a cloud-like feeling on your feet.
faux sherpa"
images/71i8AxHoJRL._AC_UX695_.jpg,4.5,,"Imported
Polyurethane sole
Heel measures approximately 0.75""
Premium leather made in ECCO Tanneries
Easy on and off design
Removable Dual-Fit insole for an extra width option
Innovative FLUIDFORM soft shock absorbent sole
Textile lining offers softness"
images/81r4SN44Z1L._AC_UY575_.jpg,4.5,,"This product was previously sold as shoeslocker and now as Amazon Essentials
SIZE: Per customers’ feedback, we recommend you order half size bigger than your regular size. For instance, if your regular size is 9.5, please order size 10.
ULTIMATE COMFORT: The slippers are featured with breathable microsuede and soft faux fur lining, providing additional comfort. It’s recommended for drivers to relieve feet fatigue.
HIGH DENSITY MEMORY FOAM: The high-density memory foam insole is shock absorbing, great for indoor and outdoor walking.
ANTI-SLIP RUBBER BOTTOM: The durable rubber bottom is patented with texture design. It prevents slip on wet surfaces and will NOT leave scratches on the floor either. Machine wash is okay.
GREAT GIFT: A heartwarming gift for him regardless any occasions, Thanksgiving, Christmas, Valentine's day, Birthday, or just Because."
images/91bIOuQQXIL._AC_UX575_.jpg,4.4,,"50% Leather, 50% Mesh
Imported
Rubber sole
Cush+ midsole cushioning delivers ultra-soft, all-day comfort without sacrificing support
Leather and mesh upper
Comfort Collar helps prevent irritation and hugs the ankle for a superior fit
NB Ultra Soft Comfort Insert
All-terrain rubber outsole"
images/716xg1dvMEL._AC_UY695_.jpg,4.6,,"Rubber sole
Quick-dry webbing made from recycled plastic using traceable, verifiable REPREVE polyester yarn by Unifi supports your foot and stands up to abuse
Injection-molded strap ends for quick and easy grip and adjustability, Easy hook-and-loop closure comes on and off quickly and gets the fit just right
Robust EVA footbed for enhanced comfort built for all-day wear
Nylon shank stabilizes and supports your foot on uneven terrain
Best for: day hikes, light hikes"
images/61rhwlU8PKL._AC_UX695_.jpg,4.6,,"Rubber sole
Fixed strap with added foam underneath for an extra comfortable fit
Drop-in EVA footbed provides underfoot cushioning
EVA outsole delivers great durability & traction"
images/4101VRMfGtL._AC_.jpg,4.5,,"100% Leather
Imported
Rubber sole
Shaft measures approximately Mid-Calf"" from arch
WORKS AS HARD AS YOU DO: The Groundbreaker by Ariat are made for the long haul: strong, sturdy and styled with western detailing . The supportive cushioning, extra metatarsal protection and stability technology make them ideal for construction, warehouse, factory or farm work.
THE SUPPORT YOU NEED: The Duratread outsole is both oil and slip resistant and the 90-degree heel gives you added support. Built for the hard-working man, these work boots provide maximum support and traction on any terrain without sacrificing comfort.
EVERYDAY COMFORT: Along with the 4LR (Four Layer Rebound) technology for added comfort, these men's work boots also feature a mesh lining for added air flow and comfort and a 90-degree heel for extra stability. The extra comfort insole with 4LR technology has maximum cushioning with a higher rebound for added support.
GREAT GIFTS: Shopping for your husband or boyfriend shouldn't be difficult, and with these durable work boots for men from Ariat, it won't be. Perfect for any task, indoors or out, the hard-working man can wear these comfortable boots all day long."
images/81b3sTP2JzL._AC_UX695_.jpg,4.5,,"100% Synthetic
Imported
Ethylene Vinyl Acetate sole
Heel measures approximately 0.8""
Platform measures approximately 0.5 inches inches
THE PERFECT WORK CROCS: Do your shoes live up to your career specialty. The Specialist II Clogs are the Crocs work shoes men and women need because they are perfect for long days and nights
EASY TO CLEAN: Crocs Specialist II clogs are easy to clean by just using soap and water and allowing for a quick dry"
images/81+SwSx8DSL._AC_UX695_.jpg,4.6,,"100% Leather
Imported
Rubber sole
Shaft measures approximately low-top from arch
10 mm drop: due to variances created during the development and manufacturing processes, all references to 10 mm drop are approximate
EVA (Ethyl Vinyl Acetate) foam footbed for cushioning
IMEVA (injection-molded EVA foam) midsole for firm yet flexible cushioning"
images/6148CcjhLAL._AC_UY695_.jpg,4,,Rubber sole
images/71fmhTK9cML._AC_UX695_.jpg,4.6,,"Imported
Ethylene Vinyl Acetate sole
CROCS FOR EVERYONE: Crocs Classic All Terrain Clogs have rugged lug outsoles with enhanced tread for increased traction and support. This men's and women's clog is ready for it all, even in the harshest environments
LIGHTWEIGHT AND FUN: The Crocs for men and women feature lightweight Iconic Crocs Comfort. Ventilation ports add breathability and help shed water and debris quickly
WHAT SIZE SHOULD I BUY?: These men's and women's Crocs offer a roomy fit and we recommend ordering a size down to the next largest whole size
DESIGNED TO FIT: These slip-on clogs are easy to take on and off, while being extremely durable. These Crocs even offer pivoting heel straps for a more secure fit
CROCS FOR WOMEN AND MEN: The Crocs Classic All Terrain Clogs are not only the most comfortable shoes for women and men but also easy to clean just using soap and water and allowing for a quick dry."
images/71gtmSqXoBL._AC_UX575_.jpg,4.6,,"100% Synthetic
SPORTY STYLE: Lightweight sports slide sandal for men with a bold Nike logo embellished on the strap for plush comfort and an athletic look.
CASUAL COMFORT: Sandal has injected Phylon midsole that doubles as an outsole for lightweight cushioning. Its soft midsole foam and jersey lining provide comfort so you can enjoy a relaxed, premium experience.
NATURAL MOTION: Men's Nike slides have flex grooves help the slide move with your foot, while foam outsole provides impact protection.
SPORT SANDAL: Men's slides with one-piece, synthetic leather strap for durability that has jersey lining for a soft feel.
NIKE SLIDES: Imported with synthetic sole"
images/81m9GyEmoRL._AC_UX575_.jpg,4.6,,"100% Leather
Imported
Manmade sole
Shaft measures approximately low-top from arch
Pigskin leather and mesh upper
Traditional lace closure
Bellows tongue keeps out debris"
