Image,Ratings,Price,Description
images/71sHFjH1hfL._AC_SX679_.jpg,4.2,"$868
70","Processor Manufacturer: Intel
Processor Type: Core i5
Processor Generation: 11th Gen
Processor Model: i5-1135G7
Processor Core: Quad-core (4 Core)"
images/71UCSwWjp3L._AC_SX679_.jpg,4,,"Work and play at home, school, or anywhere you go with the outstanding combination of performance, connectivity, and entertainment found in the Lenovo Chromebook Flex 5. Enjoy intelligent performance features that adapt to you and the things you do, for a more personalized, intuitive and responsive Chromebook experience
This 2-in-1 laptop combines a keyboard and touchscreen to make it easy to interact with everything on your display! You can also use the Lenovo digital pen (sold separately) to quickly write click or drag files right on the screen
The 13-inch FHD touchscreen display gives you beautiful visuals while the narrow bezels minimize distractions Plus 2 user-facing stereo speakers keep you immersed in the experience
Use your Google account to quickly and easily access files videos music documents and more stored on the cloud from anywhere! With up to 10 hours* of battery life you can work from home or on the go
Connect with the built-in webcam Bluetooth WiFi 2 USB Type-C ports 1 USB Type-A an audio jack and an SD card reader"
images/61deDx8Vt9L._AC_SX679_.jpg,4.4,"$649
99","【Processor】Intel Core i3-1115G4 (up to 4.1 GHz with Intel Turbo Boost Technology, 6 MB L3 cache, 2 cores, 4 threads)| Intel UHD Graphics
【Display】17.3"" diagonal, FHD (1920 x 1080), IPS, anti-glare, 300 nits, 100% sRGB
【RAM and Storage】RAM is upgraded to 16GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; Hard Drive is upgraded to 512GB PCIe NVMe Solid State Drive allows to fast bootup and data transfe.
【Tech Specs】2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 USB 2.0 Type-A; 1 HDMI 1.4b; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo | Webcam | Wi-Fi | Windows 10 Home 64-bit
【Included in the package】Bundled with ROKC mousepad"
images/41XglfWaNRL._AC_.jpg,4.4,,"ASUS x509 15. 6"" Full HD notebook Computer - power adapter - ASUS 1 year limited
Operating System: Windows 10 Home 64-bit
Type: Intel Core I7 8565U 8th Gen
Speed: Base: 1. 80 GHzTurbo: 4. 60 GHz
Number of Cores: Quad-Core processor"
images/71-QXVKPerL._AC_SX466_.jpg,3.6,"$268
75","【Perfect Gift for Kids, Students and Teenagers】 Two stylish colors available (purple and blue), popular choices by children, students, teenagers and adults. An ideal laptop for learning, basic home use, kids school work: such as online class learning(with Word、Excel、PowerPoint、Outlook、OneNote、Publisher、Access), video watching and online chatting
【Waterproof and Rotatable Camera Design】 Waterproof(IPX5), dust-proof and reinforced keyboard design will protect your laptop away from water and dust. Rotatable Camera provides more flexible using and you can take photos with multiple angles.
【Outstanding Performance Laptop】 Powered by Intel N4120 processor up to 2.6GHz (4 Cores, 4 Threads, 4M Cache), running faster and more stable. With 256GB SSD and 6GB high-bandwidth LPDDR4 RAM, large storage for best performance, enhance all day productivity. Windows 11 operating system, to do things you want with protection you can count on and performance that lasts.
【Touch display and 360° Flip Design】 The 10-point, 11.6-inch FHD (1920 x 1080) IPS touchscreen allows the 2 in 1 laptop/Tablet to be more comfortable, more fun, and more easier to use. Convertible design allows you to switch between high-functioning laptop and portable tablet forms. The durable hinge makes it quick and simple to be transfered between tent, stand, tablet and laptop mode. Digital stylus can provide you better using experience: More accurate and quick response. Not only a tablet but also a notebook laptop.
【More storage and more possibility】 Preinstalled 256GB SSD, it can store enough files, and support TF card to expand storage. This 2-in-1 laptop combines a keyboard and touchscreen to make it easy to interact with everything on your display, which bring you more possibility."
images/71Y8Jwu4DHL._AC_SX679_.jpg,3.8,"$889
95","14"" WUXGA IPS Display With DCI-P3 99%. A screen that can make your visions come to life with and a bold DCI-P3 99% color gamut* to add a realistic touch to graphics. (*DCI-P3 Typical 99%, Minimum 95%)
Intel Evo Platform Powered by 12th Gen Intel Core i7 Processor and Iris Xe Graphics. A powerful processor with impressive with Iris Xe graphics, built to carry you through work, studies, and surfing the web.
16GB LPDDR5 RAM. 16GB of memory to a substantial clock speed of 5200 Mhz, we’re making it simple to do work and play with minimal buffering.
512GB PCIe4 M.2 NVMe SSD. Supporting 512GB of storage, you have the power and speed to run multiple large applications while saving your important documents with ease.
Ultra-Lightweight. With an ultra-lightweight body, bring your laptop wherever you go since it’ll never weigh you down.
72 Wh Battery: Carry your hustle anywhere with up to 12.5 hours of nonstop power and get up to 19.5 hours of video playback, with a whopping 80 Wh battery.*
Connectivity - Connect with Confidence: Two USB-C ports with Thunderbolt 4 support, two USB-A 3.2 ports, a full-size HDMI port, a microSD card reader, and a 3.5mm audio jack.
Full HD IR Webam: Stay connected Full HD video quality and built-in AI sound technology that filters out background noise so you can always look and sound your best."
images/71cFo9CeckL._AC_SX679_.jpg,3.7,$349.99,"15inch Diagonal, HD (1366 x 768), Micro-edge, BrightView Display, Intel Graphics
Intel Pentium 4-Core Processor Up to 3.0GHz, 8GB RAM, 256GB SSD
1x USB Type C, 2x USB Type A, 1x HDMI, 1x Headphone/Microphone Jack, SD Card Reader
Super-fast 6th Gen Wifi and Bluetooth 5, HD Webcam
Windows 11 OS, AC Charger Included, Dale Silver Color"
images/71TFsiDSdJL._AC_SX679_.jpg,3.7,"$1,501
37","Aspect Ratio:16:9
16"" WQXGA (2560x1600) IPS LCD, with DCI-P3 99% color expression
Intel Evo Platform Powered by 11th generation Intel core i7-1165G7 Processor with Intel Xe Graphics delivers performance for high-resolution content creation and editing
16GB LPDDR4X 4266mhz RAM delivers a high level of performance for memory-intensive content creation, designing, editing, and multitasking
Improve productivity with 1TB PCIe M.2 NVMe SSD for dependable storage accessible in a flash
Connect with Confidence: Two USB-C ports with Thunderbolt 4 support, two USB-A 3.2 ports, a full-size HDMI port, a microSD card reader, and a 3.5mm audio jack"
images/71r1g0Vz5GL._AC_SX466_.jpg,3.8,"$1,996
99","17"" WQXGA IPS Display With DCI-P3 99%. A screen that can make your visions come to life with and a bold DCI-P3 99% color gamut* to add a realistic touch to graphics. (*DCI-P3 Typical 99%, Minimum 95%)
Intel Platform Powered by 12th Gen Intel Core i7 Processor and NVIDIA Graphics. A powerful processor with NVIDIA graphics, built to carry you through work, studies, and surfing the web.
32GB RAM. 32GB of memory to a substantial clock speed of 5200 Mhz, we’re making it simple to do work and play with minimal buffering.
2TB PCIe4 M.2 NVMe SSD. Supporting 2TB of storage, you have the power and speed to run multiple large applications while saving your important documents with ease.
Ultra-Lightweight. With an ultra-lightweight body, bring your laptop wherever you go since it’ll never weigh you down.
90 Wh Battery: Carry your hustle anywhere with up to 12.5 hours of nonstop power and get up to 19.5 hours of video playback, with a whopping 90 Wh battery.*
Connectivity - Connect with Confidence: Two USB-C ports with Thunderbolt 4 support, two USB-A 3.2 ports, a full-size HDMI port, a microSD card reader, and a 3.5mm audio jack.
Full HD IR Webam: Stay connected Full HD video quality and built-in AI sound technology that filters out background noise so you can always look and sound your best."
images/61bOsDmxK4L._AC_SX679_.jpg,3.8,$189.99,"14” Diagonal HD BrightView WLED-Backlit (1366 x 768), AMD Graphics
AMD Dual-Core Processor Up to 2.60 GHz, 4GB RAM, 64GB SSD
1x USB Type C, 2x USB Type A, 1x SD Card Reader, 1x HDMI, 1x Headphone/Microphone
802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth, HP Webcam with Integrated Digital Microphone
Windows 11 OS, Dale Black"
