Image,Ratings,Price,Description
images/41RKN2B2RjL._AC_.jpg,4.7,"$20
99",
images/51tUckSLgjL._AC_SX466_.jpg,4.4,"$31
99","With its lightweight design, precision blue optical sensor, and silent buttons, the Lenovo Go USB-C Wireless Mouse ensures that you'll be ready for anything, working whenever and wherever you please
Tons of productivity features are packed into the smaller form of this USB-C mouse, including adjustable DPI sensitivity (2400, 1600, 800), shortcuts for online meetings, and a programmable utility button
Stay connected effortlessly with an up to 3-month rechargeable battery that reaches full charge in under 1.5 hours; get back to work faster with a 15-minute quick charge for a week's worth of power
The lightweight, ambidextrous design is comfortable in the right or left hand and small enough to take with you wherever you go
The 2.4 GHz wireless Nano USB-C receiver supports universal pairing with Lenovo Unified Pairing; Windows and Chrome compatible"
images/51VFSet64sL._AC_SX466_.jpg,4.7,"$46
77","The Lenovo Go Wireless Multi-Device Mouse supports pairing up to 3 devices using USB-C and Bluetooth with a quick switch button, while the Lenovo Unified Pairing Receiver allows you to connect other devices with one dongle
The blue optical sensor on this wireless mouse ensures you experience maximum precision on almost every surface, plus you'll enjoy on-the-fly adjustable DPI sensitivity
Crafted as an all-in-one solution, this mouse features a programmable utility button with shortcuts configured for Microsoft Teams meetings by default
With a fast-chargeable battery that provides 2 months of use on a single 1.5-hour charge and supports both wired USB-C and wireless Qi charging, the Lenovo Go Wireless Multi-Device Mouse is hard to beat
Compatible with Windows and Chrome devices; 2.4 GHz connection required at launch"
images/81GeYP55+UL._AC_UY575_.jpg,4.6,"$17
99","Imported
Device Compatibility This 2.4 GHz cordless mouse gives you a 10-meter 33’ range ; Compatibility with PC and MAC makes this a great wireless ergonomic mouse for any device
Faster Wireless Transmission Its 1,600 DPI optical sensor provides a precise response to mouse movements ; Use the scroll wheel for quick, confident navigation and customizable buttons for one-click access to your go-to docs and music
Stow-N-Go USB When you're using your cordless mouse keep the small receiver plugged into your computer’s USB port or tuck it away into the convenient storage compartment inside the mouse for those of you always on the go
AA Battery Includes 1 AA battery ;The Targus computer mouse wireless receiver provides seamless connection to keep you working all day with no interruptions
Limited 1 Year Warranty: Rest easy knowing your ergonomic wireless mouse is covered by our limited 1 year warranty ; An industry leader in tech accessories, Targus gives you the consumer confidence you need with computer keyboards, mice and accessories"
images/51tv9ptGMCL._AC_SX466_.jpg,4.6,"$33
99","Pointing Device Connectivity Technology: Wireless
Color: Black"
images/61xsM+1wlPL._AC_SX466_.jpg,4.5,"$35
89",910-001950
images/61e-V4YtvsL._AC_SX466_.jpg,4.2,,"Wireless ergonomic trackball mouse with 2.4 GHz connection, 5 programmable buttons, and easy to switch the cursor speed with DPI switch buttons
Natural ergonomic with right-handed design; recommended to repetitive strain injuries RSI users and the users work Particularly long periods on the computer
Personalize your working environment with the programmable feature; you can download software by visiting Perixx website
Auto power-saving feature; mouse automatically enters power-saving mode After 10 seconds of being sleeping mode, 8-10 minutes of being standby mode
System requirements: Windows 7/8/10, a USB port; package includes Perixx 12-month limited warranty
Note : In case of Wireless mouse, the USB receiver will be provided inside or along with the mouse
Product Dimension: 5.12 x 4.21 x 1.77 inches"
images/51to4LHOOKL._AC_SX466_.jpg,4.6,"$24
99","Bluetooth 5.0 and Microsoft Swift Pair technology let you connect this Bluetooth mouse conveniently and pair effortlessly with up to two devices at once and quickly switch between them with the push of a button
The blue optical sensor in the wireless computer mouse allows you to work on almost any surface
Get more done with revolutionary, distraction-free silent buttons, and on-the-fly adjustable DPI controls
The Lenovo 600 Bluetooth Silent Mouse is sculpted to be comfortable to rest your palm on
Compact, portable wireless Bluetooth mouse has a low-profile, minimalist design that makes it easy to carry and fit into pockets without bulging"
images/51NV3LHMXtL._AC_SX466_.jpg,4,"$99
99","Ergonomic Form Factor: All-day comfort at work
5G Advanced Optical Sensor: Cutting-edge precision
Multi-Host Connectivity for up to 4 Devices: Convenient multi-tasking
8 Programmable Buttons: Efficient, extended controls
Extended Battery Life of up to 400 Hours: To power through long hours of work
Connectivity technology: Bluetooth"
images/51cFbdZUs1L._AC_SX466_.jpg,4.2,"$35
99","Ergo-Design and Upgrade Comfort: The wireless ergonomic mouse with extended wrist rest fits perfectly in the palm of your hand and promoting a more natural, relaxed forearm and wirst position to helps minimize repetitive stress injuries and reduce muscle tightness in the arms for all-day comfort
930mAh Rechargeable Battery: Built-in 930mAh Li-ion battery, The bluetooth vertical mouse is recharged via the included Type-C cable. after 5 minutes of non-operation Enter auto-sleep mode to save power, move the mouse to wake up. Low battery indicator will remind you to charge when the red light flashes
4 RGB Lighting Mode: This sleek ergo mouse wireless can switch between 4 different RGB lighting effects with just one button. Note: RGB backlighting can also be turned off by long pressing the light button for 3 seconds, which saves battery power for the mouse
Switch Up to 3 Devices: With BT 4.0 and 2.4G USB dual connection modes, this ergonomic wireless mouse can connect to 3 different devices simultaneously. easily switching by the click of a mode switch button, compatible with Windows 8, Windows 10, Mac Os X 10.12 or later, Android 4.3 or later
Adjustable DPI and Convenient: Forward/backward buttons provide convenience when browsing the web, 1000/1600/2400 DPI Levels provide higher sensitivity than standard optical mice for precise optical tracking, and whisper-quiet clicks help you focus on what's important"
